UserID,Age,Gender,FashionType,OutfitChoice
2169,41,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
807,18,Female,Vintage-inspired,"High-waisted pants, a blouse, and heels",
710,26,Male,Vintage-inspired,"High-waisted pants, a blouse, and heels",
813,57,Female,Vintage-inspired,"Polka dot swing dress, cat-eye sunglasses, and slingback heels",
810,32,Male,Vintage-inspired,"High-waisted pants, a blouse, and heels",
771,43,Male,Vintage-inspired,"High-waisted pants, a blouse, and heels",
880,67,Male,Vintage-inspired,"Crochet top, flared pants, and platform sandals",
729,40,Male,Vintage-inspired,"Polka dot swing dress, cat-eye sunglasses, and slingback heels",
805,42,Male,Vintage-inspired,"Crochet top, flared pants, and platform sandals",
705,65,Female,Vintage-inspired,"Crochet top, flared pants, and platform sandals",
634,40,Female,Vintage-inspired,"Crochet top, flared pants, and platform sandals",
831,60,Male,Vintage-inspired,"Crochet top, flared pants, and platform sandals",
838,42,Female,Vintage-inspired,"Polka dot swing dress, cat-eye sunglasses, and slingback heels",
609,33,Male,Vintage-inspired,"High-waisted pants, a blouse, and heels",
851,24,Female,Vintage-inspired,"Polka dot swing dress, cat-eye sunglasses, and slingback heels",
758,58,Male,Vintage-inspired,"Crochet top, flared pants, and platform sandals",
757,18,Male,Vintage-inspired,"Crochet top, flared pants, and platform sandals",
861,28,Female,Vintage-inspired,"Crochet top, flared pants, and platform sandals",
869,60,Female,Vintage-inspired,"High-waisted pants, a blouse, and heels",
831,32,Male,Vintage-inspired,"Polka dot swing dress, cat-eye sunglasses, and slingback heels",
897,36,Female,Vintage-inspired,"High-waisted pants, a blouse, and heels",
882,71,Female,Vintage-inspired,"Polka dot swing dress, cat-eye sunglasses, and slingback heels",
760,50,Female,Vintage-inspired,"Crochet top, flared pants, and platform sandals",
679,63,Female,Vintage-inspired,"Crochet top, flared pants, and platform sandals",
668,27,Female,Vintage-inspired,"Polka dot swing dress, cat-eye sunglasses, and slingback heels",
866,49,Male,Vintage-inspired,"High-waisted pants, a blouse, and heels",
802,27,Male,Vintage-inspired,"High-waisted pants, a blouse, and heels",
704,68,Female,Vintage-inspired,"Crochet top, flared pants, and platform sandals",
881,23,Male,Vintage-inspired,"High-waisted pants, a blouse, and heels",
605,46,Male,Vintage-inspired,"Polka dot swing dress, cat-eye sunglasses, and slingback heels",
819,53,Female,Vintage-inspired,"Polka dot swing dress, cat-eye sunglasses, and slingback heels",
690,24,Male,Vintage-inspired,"Polka dot swing dress, cat-eye sunglasses, and slingback heels",
862,74,Female,Vintage-inspired,"High-waisted pants, a blouse, and heels",
791,22,Female,Vintage-inspired,"High-waisted pants, a blouse, and heels",
892,73,Male,Vintage-inspired,"Crochet top, flared pants, and platform sandals",
691,66,Female,Vintage-inspired,"Crochet top, flared pants, and platform sandals",
744,50,Female,Vintage-inspired,"High-waisted pants, a blouse, and heels",
875,39,Female,Vintage-inspired,"Crochet top, flared pants, and platform sandals",
886,27,Female,Vintage-inspired,"Crochet top, flared pants, and platform sandals",
607,42,Male,Vintage-inspired,"High-waisted pants, a blouse, and heels",
762,33,Female,Vintage-inspired,"Crochet top, flared pants, and platform sandals",
685,60,Male,Vintage-inspired,"High-waisted pants, a blouse, and heels",
815,23,Female,Vintage-inspired,"Polka dot swing dress, cat-eye sunglasses, and slingback heels",
622,28,Male,Vintage-inspired,"Polka dot swing dress, cat-eye sunglasses, and slingback heels",
874,41,Male,Vintage-inspired,"High-waisted pants, a blouse, and heels",
666,65,Female,Vintage-inspired,"High-waisted pants, a blouse, and heels",
866,30,Male,Vintage-inspired,"Polka dot swing dress, cat-eye sunglasses, and slingback heels",
624,33,Female,Vintage-inspired,"Polka dot swing dress, cat-eye sunglasses, and slingback heels",
684,71,Male,Vintage-inspired,"Polka dot swing dress, cat-eye sunglasses, and slingback heels",
620,33,Male,Vintage-inspired,"High-waisted pants, a blouse, and heels",
737,37,Male,Vintage-inspired,"High-waisted pants, a blouse, and heels",
821,75,Female,Vintage-inspired,"Polka dot swing dress, cat-eye sunglasses, and slingback heels",
735,63,Female,Vintage-inspired,"High-waisted pants, a blouse, and heels",
803,22,Male,Vintage-inspired,"High-waisted pants, a blouse, and heels",
891,43,Female,Vintage-inspired,"Polka dot swing dress, cat-eye sunglasses, and slingback heels",
715,46,Male,Vintage-inspired,"Polka dot swing dress, cat-eye sunglasses, and slingback heels",
752,51,Female,Vintage-inspired,"Crochet top, flared pants, and platform sandals",
866,48,Female,Vintage-inspired,"Crochet top, flared pants, and platform sandals",
657,24,Male,Vintage-inspired,"Crochet top, flared pants, and platform sandals",
735,51,Male,Vintage-inspired,"High-waisted pants, a blouse, and heels",
849,21,Female,Vintage-inspired,"Polka dot swing dress, cat-eye sunglasses, and slingback heels",
763,70,Male,Vintage-inspired,"Crochet top, flared pants, and platform sandals",
829,20,Male,Vintage-inspired,"Polka dot swing dress, cat-eye sunglasses, and slingback heels",
873,39,Female,Vintage-inspired,"Crochet top, flared pants, and platform sandals",
677,41,Male,Vintage-inspired,"Polka dot swing dress, cat-eye sunglasses, and slingback heels",
646,40,Female,Vintage-inspired,"Polka dot swing dress, cat-eye sunglasses, and slingback heels",
619,28,Male,Vintage-inspired,"Polka dot swing dress, cat-eye sunglasses, and slingback heels",
681,20,Male,Vintage-inspired,"Crochet top, flared pants, and platform sandals",
877,69,Male,Vintage-inspired,"Polka dot swing dress, cat-eye sunglasses, and slingback heels",
863,62,Female,Vintage-inspired,"Crochet top, flared pants, and platform sandals",
714,28,Female,Vintage-inspired,"High-waisted pants, a blouse, and heels",
662,27,Male,Vintage-inspired,"High-waisted pants, a blouse, and heels",
639,47,Female,Vintage-inspired,"Polka dot swing dress, cat-eye sunglasses, and slingback heels",
782,45,Male,Vintage-inspired,"Polka dot swing dress, cat-eye sunglasses, and slingback heels",
833,70,Female,Vintage-inspired,"High-waisted pants, a blouse, and heels",
625,46,Male,Vintage-inspired,"High-waisted pants, a blouse, and heels",
716,40,Male,Vintage-inspired,"Crochet top, flared pants, and platform sandals",
668,22,Female,Vintage-inspired,"Polka dot swing dress, cat-eye sunglasses, and slingback heels",
805,57,Female,Vintage-inspired,"High-waisted pants, a blouse, and heels",
880,23,Female,Vintage-inspired,"Crochet top, flared pants, and platform sandals",
654,72,Male,Vintage-inspired,"High-waisted pants, a blouse, and heels",
786,22,Male,Vintage-inspired,"High-waisted pants, a blouse, and heels",
650,63,Female,Vintage-inspired,"Crochet top, flared pants, and platform sandals",
853,29,Female,Vintage-inspired,"Polka dot swing dress, cat-eye sunglasses, and slingback heels",
788,41,Male,Vintage-inspired,"High-waisted pants, a blouse, and heels",
631,61,Female,Vintage-inspired,"Polka dot swing dress, cat-eye sunglasses, and slingback heels",
716,66,Male,Vintage-inspired,"High-waisted pants, a blouse, and heels",
823,47,Female,Vintage-inspired,"Crochet top, flared pants, and platform sandals",
780,58,Male,Vintage-inspired,"Crochet top, flared pants, and platform sandals",
784,43,Male,Vintage-inspired,"High-waisted pants, a blouse, and heels",
772,31,Male,Vintage-inspired,"Crochet top, flared pants, and platform sandals",
902,18,Female,Vintage-inspired,"Polka dot swing dress, cat-eye sunglasses, and slingback heels",
627,24,Female,Vintage-inspired,"High-waisted pants, a blouse, and heels",
838,53,Male,Vintage-inspired,"Polka dot swing dress, cat-eye sunglasses, and slingback heels",
808,33,Male,Vintage-inspired,"Crochet top, flared pants, and platform sandals",
796,75,Male,Vintage-inspired,"High-waisted pants, a blouse, and heels",
820,22,Male,Vintage-inspired,"Crochet top, flared pants, and platform sandals",
1059,31,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1163,65,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1182,48,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1171,30,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1045,35,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1085,43,Female,Minimalist,"Flowy culottes, a structured top, and mules",
918,47,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1164,58,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1111,56,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
921,35,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1189,28,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
970,54,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1053,34,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
911,33,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
919,35,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1061,25,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1137,24,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1193,20,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1190,65,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1136,60,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1178,59,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1005,33,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1118,28,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1105,24,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1019,54,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1202,23,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1084,36,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
967,24,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
990,63,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1195,23,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1078,44,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1048,45,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
988,70,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1106,61,Female,Minimalist,"Flowy culottes, a structured top, and mules",
979,35,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1021,37,Male,Minimalist,"Flowy culottes, a structured top, and mules",
1176,67,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1126,31,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
989,33,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1072,42,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1045,47,Male,Minimalist,"Flowy culottes, a structured top, and mules",
1175,22,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1028,22,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
952,57,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1049,30,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
977,32,Male,Minimalist,"Flowy culottes, a structured top, and mules",
1033,24,Female,Minimalist,"Flowy culottes, a structured top, and mules",
964,72,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1028,44,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1136,25,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
915,31,Male,Minimalist,"Flowy culottes, a structured top, and mules",
1037,22,Male,Minimalist,"Flowy culottes, a structured top, and mules",
959,42,Male,Minimalist,"Flowy culottes, a structured top, and mules",
1161,30,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1193,27,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1056,40,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
919,25,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1116,41,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1079,26,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1187,30,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1026,52,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1192,27,Male,Minimalist,"Flowy culottes, a structured top, and mules",
1054,54,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1140,20,Male,Minimalist,"Flowy culottes, a structured top, and mules",
1079,26,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1160,33,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1013,32,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1175,42,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1028,23,Male,Minimalist,"Flowy culottes, a structured top, and mules",
1194,35,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1185,33,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1185,70,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1059,66,Male,Minimalist,"Flowy culottes, a structured top, and mules",
1142,39,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
985,22,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
909,22,Female,Minimalist,"Flowy culottes, a structured top, and mules",
928,60,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
920,42,Male,Minimalist,"Flowy culottes, a structured top, and mules",
970,34,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1102,75,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1153,22,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1058,32,Male,Minimalist,"Flowy culottes, a structured top, and mules",
970,51,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1052,33,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1191,24,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1086,68,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1162,21,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
928,23,Male,Minimalist,"Flowy culottes, a structured top, and mules",
1126,74,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
998,32,Female,Minimalist,"Flowy culottes, a structured top, and mules",
992,71,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1046,27,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1047,55,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1026,24,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1183,28,Male,Minimalist,"Flowy culottes, a structured top, and mules",
1167,45,Male,Minimalist,"Flowy culottes, a structured top, and mules",
994,23,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
927,25,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1099,24,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1020,20,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1186,18,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1105,24,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1116,27,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1111,45,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1046,64,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
925,64,Male,Minimalist,"Flowy culottes, a structured top, and mules",
1002,43,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1091,61,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1016,29,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1081,32,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1131,72,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1110,52,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1182,24,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
938,27,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1195,72,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1144,53,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
962,58,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1181,21,Male,Minimalist,"Flowy culottes, a structured top, and mules",
1200,18,Female,Minimalist,"Flowy culottes, a structured top, and mules",
943,52,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
917,41,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1180,50,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1199,25,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
907,66,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
973,72,Male,Minimalist,"Flowy culottes, a structured top, and mules",
926,63,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
940,27,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1137,71,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
984,21,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1131,67,Male,Minimalist,"Flowy culottes, a structured top, and mules",
1185,68,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1014,22,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1116,24,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1141,71,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
937,75,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1000,57,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
990,54,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
978,44,Male,Minimalist,"Flowy culottes, a structured top, and mules",
1049,50,Male,Minimalist,"Flowy culottes, a structured top, and mules",
1202,33,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1172,27,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1136,74,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1010,29,Female,Minimalist,"Flowy culottes, a structured top, and mules",
946,71,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1175,19,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1194,23,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1035,37,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
960,29,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1012,65,Male,Minimalist,"Flowy culottes, a structured top, and mules",
1191,48,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1130,48,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1192,73,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
927,24,Male,Minimalist,"Flowy culottes, a structured top, and mules",
935,42,Male,Minimalist,"Flowy culottes, a structured top, and mules",
1009,35,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1020,20,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1067,32,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1134,28,Male,Minimalist,"Flowy culottes, a structured top, and mules",
967,37,Male,Minimalist,"Flowy culottes, a structured top, and mules",
1132,56,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1055,54,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1147,27,Male,Minimalist,"Flowy culottes, a structured top, and mules",
1025,40,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1015,44,Female,Minimalist,"Flowy culottes, a structured top, and mules",
997,42,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1061,54,Male,Minimalist,"Flowy culottes, a structured top, and mules",
1194,33,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
925,48,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1028,70,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1062,59,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1131,68,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
928,43,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1063,32,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1038,20,Male,Minimalist,"Flowy culottes, a structured top, and mules",
1184,73,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1097,55,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1199,63,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1067,73,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1029,30,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1014,36,Female,Minimalist,"Flowy culottes, a structured top, and mules",
996,51,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1040,48,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
970,59,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1203,40,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1104,25,Male,Minimalist,"Flowy culottes, a structured top, and mules",
1127,56,Male,Minimalist,"Flowy culottes, a structured top, and mules",
1069,52,Male,Minimalist,"Flowy culottes, a structured top, and mules",
906,25,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1132,48,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1038,33,Male,Minimalist,"Flowy culottes, a structured top, and mules",
1121,46,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1013,34,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1007,23,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1058,73,Female,Minimalist,"Flowy culottes, a structured top, and mules",
934,39,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
921,39,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1076,42,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1108,23,Male,Minimalist,"Flowy culottes, a structured top, and mules",
1176,70,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1181,65,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1193,19,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1124,41,Male,Minimalist,"Flowy culottes, a structured top, and mules",
922,29,Male,Minimalist,"Flowy culottes, a structured top, and mules",
916,35,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
946,72,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
979,28,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1185,38,Male,Minimalist,"Flowy culottes, a structured top, and mules",
1180,45,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
992,27,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1168,21,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1043,52,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1173,57,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1058,42,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1169,71,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1115,20,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
986,64,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
999,42,Male,Minimalist,"Flowy culottes, a structured top, and mules",
979,33,Male,Minimalist,"Flowy culottes, a structured top, and mules",
989,45,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1013,26,Male,Minimalist,"Flowy culottes, a structured top, and mules",
956,62,Male,Minimalist,"Flowy culottes, a structured top, and mules",
969,56,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1137,34,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1111,23,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
929,22,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1152,49,Female,Minimalist,"Flowy culottes, a structured top, and mules",
980,53,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1199,29,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1040,65,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
934,26,Male,Minimalist,"Flowy culottes, a structured top, and mules",
1148,24,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1068,69,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1066,49,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
964,35,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1118,32,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1022,29,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1139,74,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1196,45,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1191,24,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1119,72,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1081,65,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1112,29,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
913,40,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1018,42,Male,Minimalist,"Flowy culottes, a structured top, and mules",
1169,63,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
995,67,Male,Minimalist,"Flowy culottes, a structured top, and mules",
989,18,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
910,19,Male,Minimalist,"Flowy culottes, a structured top, and mules",
961,42,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
906,43,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1139,35,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
952,35,Male,Minimalist,"Flowy culottes, a structured top, and mules",
1121,41,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1203,20,Female,Minimalist,"Flowy culottes, a structured top, and mules",
991,74,Male,Minimalist,"Flowy culottes, a structured top, and mules",
978,39,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1146,33,Male,Minimalist,"Flowy culottes, a structured top, and mules",
963,40,Male,Minimalist,"Flowy culottes, a structured top, and mules",
1189,25,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1183,52,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
935,65,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1127,43,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1093,23,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1180,27,Male,Minimalist,"Flowy culottes, a structured top, and mules",
1183,20,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
985,61,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1112,64,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1046,32,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1074,27,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1066,50,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
924,73,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
920,49,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
993,38,Male,Minimalist,"Flowy culottes, a structured top, and mules",
1094,66,Male,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
910,42,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
927,43,Male,Minimalist,"Flowy culottes, a structured top, and mules",
903,54,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1077,24,Female,Minimalist,"Flowy culottes, a structured top, and mules",
932,42,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1010,69,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
1120,29,Male,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
907,58,Female,Minimalist,"Flowy culottes, a structured top, and mules",
1026,51,Female,Minimalist,"Cuffed chinos, a polo shirt, and loafers",
1151,59,Female,Minimalist,"A-line skirt, tucked-in blouse, and ballet flats",
